Trans. Date,Post Date,Description,Amount,Category
11/25/2020,11/25/2020,"SPROUTS FARMERS MARKET BALTIMORE MD",42.27,"Supermarkets"
11/25/2020,11/25/2020,"VITAMINSHOPPE655 BALTIMORE MD135558",22.24,"Supermarkets"
11/25/2020,11/25/2020,"WEIS MARKETS 206 NOTTINGHAM MD",11.36,"Supermarkets"
11/26/2020,11/26/2020,"PURA VIDA BRACELETS 858-232-4945 CA",11.45,"Merchandise"
11/26/2020,11/26/2020,"SUBWAY 49054 BALTIMORE MD",11.62,"Restaurants"
11/26/2020,11/26/2020,"WAYFAIR*WAYFAIR WAYFAIR.COM MAAPPLE PAY ENDING IN 8331WAYFAIR*WAYFAIR",152.63,"Merchandise"
11/27/2020,11/27/2020,"TARGET BALTIMORE MD",10.59,"Supermarkets"
11/27/2020,11/27/2020,"ULTA #213 BALTIMORE MD",62.54,"Merchandise"
11/27/2020,11/27/2020,"VITAMINSHOPPE655 BALTIMORE MD135701",24.50,"Supermarkets"
11/27/2020,11/27/2020,"WALMART.COM AT 800-966-6546 AR",116.59,"Merchandise"
11/28/2020,11/28/2020,"FRENCH PRESS CAFE TOWSON MD",95.23,"Restaurants"
11/28/2020,11/28/2020,"INTERNET PAYMENT - THANK YOU",-2460.00,"Payments and Credits"
11/28/2020,11/28/2020,"INTERNET PAYMENT - THANK YOU",-870.00,"Payments and Credits"
11/28/2020,11/28/2020,"JOANN STORES #2090 PARKVILLE MD",51.20,"Merchandise"
11/28/2020,11/28/2020,"PAYPAL *CHRISTMASDE 402-935-7733 CA",128.65,"Services"
11/28/2020,11/28/2020,"TARGET.COM 800-591-3869 MNAPPLE PAY ENDING IN 8331",42.39,"Merchandise"
11/28/2020,11/28/2020,"THE HOME DEPOT #2504 PARKVILLE MD",73.14,"Home Improvement"
11/29/2020,11/29/2020,"BJS WHOLESALE #0040 BALTIMORE MDAPPLE PAY ENDING IN 8331",153.98,"Warehouse Clubs"
11/29/2020,11/29/2020,"LOWE'S OF WHITE MARSH, M BALTIMORE MD",12.70,"Home Improvement"
11/30/2020,11/30/2020,"SEASONS PIZZA BALTIMORE MD",17.47,"Restaurants"
12/01/2020,12/01/2020,"AMZN MKTP US*GN1B60ZK3 AMZN.COM/BILLWA3EYC6S1F1SZ",39.48,"Merchandise"
12/01/2020,12/01/2020,"CHEGG ORDER 844-224-5952 CA",14.95,"Merchandise"
12/01/2020,12/01/2020,"VITAMINSHOPPE655 BALTIMORE MD136186",2.79,"Supermarkets"
12/02/2020,12/02/2020,"BJ'S FUEL #9377 BALTIMORE MD",14.37,"Gasoline"
12/02/2020,12/02/2020,"BJ'S FUEL #9377 BALTIMORE MD",22.29,"Gasoline"
12/02/2020,12/02/2020,"CHICK-FIL-A #03236 BALTIMORE MD",6.66,"Restaurants"
12/02/2020,12/02/2020,"GIANT 2305 PARKVILLE MD00208R",75.79,"Supermarkets"
12/02/2020,12/02/2020,"TARGET BALTIMORE MD",163.94,"Supermarkets"
12/03/2020,12/03/2020,"AMAZON WEB SERVICES AWS.AMAZON.COWA6HB5S77J4SB",0.50,"Services"
12/03/2020,12/03/2020,"AMAZON.COM*211IT40G3 AMZN.COM/BILLWA6W9AFFU35YK",8.14,"Merchandise"
12/03/2020,12/03/2020,"AMAZON.COM*PK8A66IG3 AMZN.COM/BILLWA4WOKD1FGA8A",5.42,"Merchandise"
12/03/2020,12/03/2020,"HARRISTEETER #392 BALTIMORE MD",44.12,"Supermarkets"
12/04/2020,12/04/2020,"AMAZON.COM*988RP0873 AMZN.COM/BILLWA4EGP1WX19H4",7.41,"Merchandise"
12/04/2020,12/04/2020,"AMAZON.COM*B82L109M3 AMZN.COM/BILLWA513NOOSPE4H",3.57,"Merchandise"
12/04/2020,12/04/2020,"AMAZON.COM*SM54T4IN3 AMZN.COM/BILLWAM5HZ3VECOC4",1.98,"Merchandise"
12/04/2020,12/04/2020,"AMAZON.COM*TY7V94CO3 AMZN.COM/BILLWA53TTA4KEN7O",13.96,"Merchandise"
12/04/2020,12/04/2020,"AMZN MKTP US*T95SC97G3 AMZN.COM/BILLWA7CWLXD26NAH",15.87,"Merchandise"
12/04/2020,12/04/2020,"PAYPAL *FANCYLEDS 888-221-1161 CA",74.95,"Merchandise"
12/04/2020,12/04/2020,"ROSINA GOURMET BALTIMORE MD00405R",21.18,"Restaurants"
12/04/2020,12/04/2020,"TARGET BALTIMORE MD",4.62,"Supermarkets"
12/05/2020,12/05/2020,"AMAZON.COM*987219GI3 AMZN.COM/BILLWA3FDBS8GC51U",8.89,"Merchandise"
12/05/2020,12/05/2020,"AMZN MKTP US*RI7QS2VU3 AMZN.COM/BILLWA71RD5S1XC23",34.12,"Merchandise"
12/05/2020,12/05/2020,"PAPPAS RESTAURANT & LO PARKVILLE MD",29.67,"Restaurants"
12/05/2020,12/05/2020,"WEIS MARKETS 206 NOTTINGHAM MD",19.94,"Supermarkets"
12/05/2020,12/05/2020,"YIA YIA'S BAKERY BALTIMORE MD00555R",8.68,"Merchandise"
12/05/2020,12/05/2020,"ZIPS TOWSON TOWSON MD",19.92,"Services"
12/06/2020,12/06/2020,"AMAZON.COM*2C84I9T73 AMZN.COM/BILLWAVZLFV73HV0R",51.92,"Merchandise"
12/07/2020,12/07/2020,"BJ'S FUEL #9377 BALTIMORE MD",34.15,"Gasoline"
12/08/2020,12/08/2020,"AMZN MKTP US*P41904XS3 AMZN.COM/BILLWA1UVC8CF3PL7",43.44,"Merchandise"
12/08/2020,12/08/2020,"GIANT FOOD INC #144 BALTIMORE MD00873R",31.44,"Supermarkets"
12/08/2020,12/08/2020,"ROSINA GOURMET BALTIMORE MD00863R",10.59,"Restaurants"
12/08/2020,12/08/2020,"TARGET BALTIMORE MD",142.97,"Supermarkets"
12/08/2020,12/08/2020,"TST* CREPE CRAZY - BALTI BALTIMORE MD",1.90,"Restaurants"
12/08/2020,12/08/2020,"TST* CREPE CRAZY - BALTI BALTIMORE MD",25.14,"Restaurants"
12/09/2020,12/09/2020,"INTEREST CHARGE ON PURCHASES",37.45,"Interest"
12/09/2020,12/10/2020,"APPLE.COM/BILL 866-712-7753 CAMNHQ4JXQMBA0",2.99,"Merchandise"
12/09/2020,12/10/2020,"CAPTAIN TREYS CRABS & SE COCKEYSVILLE MD",66.00,"Restaurants"
12/10/2020,12/10/2020,"AMZN MKTP US*460AA8MG3 AMZN.COM/BILLWA75IAWYAUY3B",50.35,"Merchandise"
12/10/2020,12/10/2020,"BOSCOVS 1 ECOM 610-779-2000 PA",42.38,"Department Stores"
12/10/2020,12/10/2020,"DAVID AND DADS CAFE BALTIMORE MD",22.42,"Restaurants"
12/10/2020,12/10/2020,"GIANT 0353 TOWSON MD01071R",51.92,"Supermarkets"
12/10/2020,12/10/2020,"INTERNET PAYMENT - THANK YOU",-1000.00,"Payments and Credits"
12/10/2020,12/10/2020,"PAYPAL *MACY S 402-935-7733 CA",73.65,"Department Stores"
12/10/2020,12/10/2020,"STREETS MARKET & CAFE BALTIMORE MD",9.49,"Supermarkets"
12/11/2020,12/11/2020,"ADIDAS US ONLINE STORE 800-982-9337 ORADIDAS US ONLINE STORE",86.80,"Merchandise"
12/11/2020,12/11/2020,"AMZN MKTP US*NA1MX4BZ3 AMZN.COM/BILLWA4356CO6S2E6",43.09,"Merchandise"
12/11/2020,12/11/2020,"BLTMR CNTY REV AUTHORI TOWSON MD",2.00,"Services"
12/11/2020,12/11/2020,"CINEMARK THEATRES 1072 TOWSON MD10720030DB49",3.45,"Travel/ Entertainment"
12/11/2020,12/11/2020,"CINEMARK THEATRES 1072 TOWSON MD10720030DB44",22.84,"Travel/ Entertainment"
12/11/2020,12/11/2020,"CINEMARK THEATRES 1072 TOWSON MD10720030DB3E",25.21,"Travel/ Entertainment"
12/11/2020,12/11/2020,"CINEMARK THEATRES 1072 TOWSON MD10720030DB41",34.35,"Travel/ Entertainment"
12/11/2020,12/11/2020,"GIANT 2305 PARKVILLE MD01157R",2.47,"Supermarkets"
12/11/2020,12/11/2020,"MCDONALD'S F20966 NOTTINGHAM MD",6.56,"Restaurants"
12/11/2020,12/11/2020,"ROSINA GOURMET BALTIMORE MD01106R",25.08,"Restaurants"
12/11/2020,12/11/2020,"SAFEWAY 1481 BALTIMORE MD",97.33,"Supermarkets"
12/11/2020,12/11/2020,"VACCAROS ITALIAN PASTRY BALTIMORE MD",8.88,"Restaurants"
12/12/2020,12/12/2020,"BJS WHOLESALE #0040 BALTIMORE MD",176.72,"Warehouse Clubs"
12/12/2020,12/12/2020,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-77.23,"Awards and Rebate Credits"
12/12/2020,12/12/2020,"CHEWY.COM 800-672-4399 FLPMT-I3GZXWOGFE",51.18,"Merchandise"
12/12/2020,12/12/2020,"GIANT FOOD INC #144 BALTIMORE MDAPPLE PAY ENDING IN 833101207R",103.36,"Supermarkets"
12/12/2020,12/12/2020,"INTERNET PAYMENT - THANK YOU",-828.45,"Payments and Credits"
12/13/2020,12/13/2020,"PAYPAL *BODYJEWELRY 888-221-1161 CA",407.95,"Merchandise"
12/14/2020,12/14/2020,"AMAZON.COM*5F7X61QL3 AMZN.COM/BILLWA7548VJRIMKY",14.07,"Merchandise"
12/14/2020,12/14/2020,"AMAZON.COM*U35LY31I3 AMZN.COM/BILLWA5A0DLPLHL3C",7.07,"Merchandise"
12/14/2020,12/14/2020,"AMZN MKTP US*NI4O413O3 AMZN.COM/BILLWA1VI9ACBL663",7.94,"Merchandise"
12/14/2020,12/14/2020,"BELTWAY ANIMAL HOSPITAL TOWSON MD",35.00,"Services"
12/14/2020,12/14/2020,"PAYPAL *GAPFACTORYO 402-935-7733 CA",47.70,"Merchandise"
12/14/2020,12/14/2020,"SEASONS PIZZA BALTIMORE MD",23.31,"Restaurants"
12/14/2020,12/14/2020,"SNACKCRATE.COM 8778877815 FL",9.99,"Supermarkets"
12/14/2020,12/14/2020,"VITAMINSHOPPE655 BALTIMORE MD137369",2.99,"Supermarkets"
12/15/2020,12/15/2020,"AMAZON.COM*QW0E69963 AMZN.COM/BILLWA4GU4PWB6FF1",7.74,"Merchandise"
12/15/2020,12/15/2020,"AMZN MKTP US*EQ3AM9383 AMZN.COM/BILLWA37IWGWGCGPD",41.33,"Merchandise"
12/15/2020,12/15/2020,"AMZN MKTP US*QW6RV2813 AMZN.COM/BILLWA3E8XIX6BVHK",11.63,"Merchandise"
12/15/2020,12/15/2020,"IKEA BALTIMORE BALTIMORE MD",136.74,"Merchandise"
12/15/2020,12/15/2020,"IKEA CLICK &AMP AMP AMP 888-434-4532 MD",136.74,"Merchandise"
12/15/2020,12/15/2020,"PAYPAL *GAPFACTORYO 402-935-7733 CA",10.60,"Merchandise"
12/15/2020,12/15/2020,"PAYPAL *MACY S 402-935-7733 CA",15.77,"Department Stores"
12/15/2020,12/15/2020,"SPOTIFY P12971A432 8777781161 NY",4.99,"Merchandise"
12/15/2020,12/15/2020,"VITAMINSHOPPE655 BALTIMORE MD137504",51.99,"Supermarkets"
12/16/2020,12/16/2020,"BBX*BIRCHBOX INC 877-487-7272 NYBBX*BIRCHBOX INC",99.22,"Merchandise"
12/16/2020,12/16/2020,"BJS FUEL #9040 BALTIMORE MD",36.20,"Gasoline"
12/16/2020,12/16/2020,"BJS WHOLESALE #0040 BALTIMORE MDAPPLE PAY ENDING IN 8331",10.49,"Warehouse Clubs"
12/17/2020,12/17/2020,"7-ELEVEN 25816 BALTIMORE MD",8.82,"Gasoline"
12/17/2020,12/17/2020,"AMAZON.COM*EL51N65A3 AMZN.COM/BILLWA5RT388ILEU8",1.28,"Merchandise"
12/17/2020,12/17/2020,"AMZN MKTP US*311NS2VU3 AMZN.COM/BILLWAJBLHPS8QSVB",24.16,"Merchandise"
12/17/2020,12/17/2020,"AMZN MKTP US*F39C80D13 AMZN.COM/BILLWAKM28ACD13CA",6.99,"Merchandise"
12/17/2020,12/17/2020,"AMZN MKTP US*LR4ZS09H3 AMZN.COM/BILLWA2JG4LZ1TAVA",7.41,"Merchandise"
12/17/2020,12/17/2020,"AT&T*BILL PAYMENT 800-331-0500 TX",185.03,"Services"
12/17/2020,12/17/2020,"SQ *UM UCMC VSA GIFT S BEL AIR MD0001152921509735797753",2.18,"Merchandise"
12/17/2020,12/17/2020,"TORTILLERIA SINALOA BALTIMORE MD",29.51,"Restaurants"
12/17/2020,12/17/2020,"WINGSTOP - 1437 - MCOMME PARKVILLE MD",21.19,"Restaurants"
12/18/2020,12/18/2020,"AMAZON.COM*LG9JL3V53 AMZN.COM/BILLWA7524AUI3I25",63.55,"Merchandise"
12/18/2020,12/18/2020,"AMZN MKTP US*BX87B9PS3 AMZN.COM/BILLWA6AQNL88OPZC",55.08,"Merchandise"
12/18/2020,12/18/2020,"AMZN MKTP US*CJ3DV3FX3 AMZN.COM/BILLWA77GMARLECQA",63.59,"Merchandise"
12/18/2020,12/18/2020,"AMZN MKTP US*G071U0RT3 AMZN.COM/BILLWA3HIWU64SHPN",84.79,"Merchandise"
12/18/2020,12/18/2020,"AMZN MKTP US*SL7GE34Q3 AMZN.COM/BILLWA4ZBJ95FBGH1",8.47,"Merchandise"
12/18/2020,12/18/2020,"BASKIN #360270 Q35 BALTIMORE MD",15.01,"Restaurants"
12/18/2020,12/18/2020,"CHICK-FIL-A #01941 PARKVILLE MD",6.77,"Restaurants"
12/18/2020,12/18/2020,"THE CAR WASH LLC PARKVILLE MD",10.00,"Automotive"
12/19/2020,12/19/2020,"AMAZON.COM*811ON11W3 AMZN.COM/BILLWA3R1P310HL4P",1.12,"Merchandise"
12/19/2020,12/19/2020,"AMAZON.COM*LE3UU1Z23 AMZN.COM/BILLWA5UWGJPVQPYW",84.79,"Merchandise"
12/19/2020,12/19/2020,"AMZN MKTP US*205XS8CV3 AMZN.COM/BILLWA1Y1L6OQV534",10.06,"Merchandise"
12/19/2020,12/19/2020,"AMZN MKTP US*LU6XX5673 AMZN.COM/BILLWA6L3KKY2OZ2D",22.12,"Merchandise"
12/19/2020,12/19/2020,"AMZN MKTP US*Z83IT72W3 AMZN.COM/BILLWA45KK61UZXYQ",20.12,"Merchandise"
12/19/2020,12/19/2020,"BURGER KING #13586 HANOVER MD",10.91,"Restaurants"
12/19/2020,12/19/2020,"GNC ABINGDON MD078114",29.98,"Supermarkets"
12/19/2020,12/19/2020,"INTERNET PAYMENT - THANK YOU",-752.21,"Payments and Credits"
12/19/2020,12/19/2020,"PIZZA BOLI'S ABINGDON MD",4.23,"Restaurants"
12/19/2020,12/19/2020,"SPROUTS FARMERS MARKET BEL AIR MD",5.99,"Supermarkets"
12/19/2020,12/19/2020,"TST* MAMA S ON THE HALF BALTIMORE MD",48.28,"Restaurants"
12/19/2020,12/19/2020,"WEGMANS BEL AIR #53 ABINGDON MD",24.31,"Supermarkets"
12/20/2020,12/20/2020,"FRANCESCA'S B240 TOWSON MD19262",19.72,"Merchandise"
12/20/2020,12/20/2020,"OLD NAVY US 3910 LUTHERVILLE MD02006R",15.90,"Merchandise"
12/20/2020,12/20/2020,"REI #62 TIMONIUM TIMONIUM MD5106230620231961",29.51,"Merchandise"
12/20/2020,12/20/2020,"TST* BOX HILL PIZZERIA - ABINGDON MD",46.15,"Restaurants"
12/21/2020,12/21/2020,"CHICK-FIL-A #03236 BALTIMORE MD",3.31,"Restaurants"
12/21/2020,12/21/2020,"PAYPAL *PETSMART 402-935-7733 CA",2.65,"Merchandise"
12/21/2020,12/21/2020,"TARGET BALTIMORE MD",293.48,"Supermarkets"
12/21/2020,12/21/2020,"ULTA #696 BALTIMORE MD",38.16,"Merchandise"
12/21/2020,12/21/2020,"VERIZON*ONETIMEPAY VERIZON.COM FL383383591510328330001",153.63,"Services"
12/21/2020,12/21/2020,"VITAMINSHOPPE655 BALTIMORE MD138124",4.59,"Supermarkets"
12/22/2020,12/22/2020,"AMZN MKTP US*1I1RT0UH3 AMZN.COM/BILLWA17KGCSA66V6",8.47,"Merchandise"
12/22/2020,12/22/2020,"BF WHITE MARSH INSTORE NOTTINGHAM MD",21.63,"Restaurants"
12/22/2020,12/22/2020,"PAYPAL *MACY S 402-935-7733 CA",52.47,"Department Stores"
12/22/2020,12/22/2020,"QDOBA MEXICAN EATS #19 MIDDLE RIVER MD02277R",13.41,"Restaurants"
12/22/2020,12/22/2020,"ROSINA GOURMET BALTIMORE MD02292R",21.18,"Restaurants"
12/22/2020,12/22/2020,"TST* THB BAGELS & DELI - BALTIMORE MD",3.97,"Restaurants"
12/22/2020,12/22/2020,"VITAMINSHOPPE655 BALTIMORE MD138290",15.26,"Supermarkets"
12/23/2020,12/23/2020,"AMAZON PRIME*S95BL38C3 AMZN.COM/BILLWARX5U6ZQ0N53",59.00,"Merchandise"
12/23/2020,12/23/2020,"AMZN MKTP US*I493W43D3 AMZN.COM/BILLWA3EBGL6KER9V",211.99,"Merchandise"
12/23/2020,12/23/2020,"BJ'S FUEL #9377 BALTIMORE MD",15.79,"Gasoline"
12/23/2020,12/23/2020,"HONEY GROW #113 BALTIMORE MD",27.61,"Restaurants"
12/23/2020,12/23/2020,"PABC MULTI SPACE 3 BALTIMORE MD",1.50,"Services"
12/23/2020,12/23/2020,"SAFEWAY 1481 BALTIMORE MD",73.19,"Supermarkets"
12/23/2020,12/23/2020,"TARGET ABINGDON MD",76.72,"Merchandise"
12/24/2020,12/24/2020,"BJS WHOLESALE #0040 BALTIMORE MD",94.04,"Warehouse Clubs"
12/24/2020,12/24/2020,"DNH*GODADDY.COM 480-505-8855 AZDNH*GODADDY.COM",24.17,"Services"
12/24/2020,12/24/2020,"GAMESTOP #4656 NOTTINGHAM MD",21.54,"Travel/ Entertainment"
12/24/2020,12/24/2020,"GAMESTOP #973 TOWSON MD",16.92,"Travel/ Entertainment"
12/24/2020,12/24/2020,"GIANT FOOD INC #144 BALTIMORE MD02406R",92.25,"Supermarkets"
12/24/2020,12/24/2020,"MICRO CENTER-TOWSON EAST BALTIMORE MD",13.75,"Merchandise"
12/24/2020,12/24/2020,"PAPPAS SEAFOOD CARRYOUT PARKVILLE MD",72.00,"Restaurants"
12/24/2020,12/24/2020,"PETSMART # 0357 TOWSON MD",16.88,"Merchandise"
12/24/2020,12/24/2020,"RICHARDSON FARMS WHITE MARSH MD",44.84,"Supermarkets"
12/24/2020,12/24/2020,"SAMOS GREEK ISLAND GRI BALTIMORE MD",26.50,"Restaurants"
12/24/2020,12/24/2020,"TARGET.COM * 800-591-3869 MN",35.56,"Merchandise"
12/24/2020,12/24/2020,"TARGET.COM * 800-591-3869 MN",56.88,"Merchandise"
12/24/2020,12/24/2020,"VITAMINSHOPPE655 BALTIMORE MD138501",6.58,"Supermarkets"
12/26/2020,12/26/2020,"INTERNET PAYMENT - THANK YOU",-850.00,"Payments and Credits"
12/26/2020,12/26/2020,"WWW COSTCO COM 800-955-2292 WA00847342133011",94.99,"Warehouse Clubs"
12/27/2020,12/27/2020,"AMZN MKTP US*WJ7DC5J83 AMZN.COM/BILLWA1TWXL4MND4C",11.86,"Merchandise"
12/27/2020,12/27/2020,"BALTIMORE GAS AND ELECTR 410-234-5000 MD",278.64,"Services"
12/27/2020,12/27/2020,"KOHL'S #0665 TIMONIUM MD",60.39,"Department Stores"
12/27/2020,12/27/2020,"LEVELUPMYTHB313349903 855-538-3542 MA",11.67,"Restaurants"
12/27/2020,12/27/2020,"MOMS OF TIMONIUM TIMONIUM MD",1.37,"Supermarkets"
12/27/2020,12/27/2020,"SAM'S ONLINE CLUB TIMONIUM MD",110.78,"Warehouse Clubs"
12/27/2020,12/27/2020,"STARBUCKS STORE 00744 TIMONIUM MD707128",6.47,"Restaurants"
12/27/2020,12/29/2020,"KOHL'S #0665 TIMONIUM MD",-60.39,"Payments and Credits"
12/28/2020,12/28/2020,"AMZN MKTP US*CV8024T73 AMZN.COM/BILLWA65BWXD8ZD3D",40.12,"Merchandise"
12/28/2020,12/28/2020,"GIANT 2306 BALTIMORE MD02860R",23.56,"Supermarkets"
12/28/2020,12/28/2020,"INTERNET PAYMENT - THANK YOU",-1900.00,"Payments and Credits"
12/28/2020,12/28/2020,"VITAMINSHOPPE655 BALTIMORE MD138891",19.84,"Supermarkets"
12/29/2020,12/29/2020,"AMZN MKTP US*360QD7FZ3 AMZN.COM/BILLWA4DDSHH8EVTK",7.41,"Merchandise"
12/29/2020,12/29/2020,"BCY*BACKCOUNTRY.COM 800-409-4502 UT49975168QIIRDW2D",174.85,"Merchandise"
12/29/2020,12/29/2020,"CKE*THE PIZZA TRUST 529 BALTIMORE MD",9.48,"Restaurants"
12/29/2020,12/29/2020,"CKE*THE PIZZA TRUST ECOM 443-961-8111 MDCKE*THE PIZZA TRUST ECOM",12.72,"Restaurants"
12/29/2020,12/29/2020,"LEVELUPMYTHB314084602 855-538-3542 MA",5.57,"Restaurants"
12/29/2020,12/29/2020,"VITAMINSHOPPE655 BALTIMORE MD138991",4.73,"Supermarkets"
12/30/2020,12/30/2020,"AMAZON.COM*T83YZ5SI3 AMZN.COM/BILLWA6QA0AX4E3F8",2.51,"Merchandise"
12/30/2020,12/30/2020,"NORTHFACE VF OUTDOOR 888-863-1968 WI41354211",23.32,"Merchandise"
12/31/2020,12/31/2020,"BJS FUEL #9071 ABINGDOM MD",15.72,"Gasoline"
12/31/2020,12/31/2020,"CHICK-FIL-A #01086 ABINGDON MD",11.86,"Restaurants"
12/31/2020,12/31/2020,"GIANT 2305 PARKVILLE MD03175R",14.92,"Supermarkets"
12/31/2020,12/31/2020,"MICRO CENTER-TOWSON EAST BALTIMORE MD",28.61,"Merchandise"
12/31/2020,12/31/2020,"SHOPPERS FOOD/PHARM 7548 BALTIMORE MD",2.00,"Supermarkets"
12/31/2020,12/31/2020,"SPROUTS FARMERS MARKET BALTIMORE MD",70.34,"Supermarkets"
12/31/2020,12/31/2020,"WALGREENS #7357 ABINGDON MD",11.49,"Merchandise"
12/31/2020,01/01/2021,"AMZN MKTP US AMZN.COM/BILLWA1QC04M9TSNK",-211.99,"Payments and Credits"
12/31/2020,01/01/2021,"PAYPAL *MACY S 4029357733 CA",-52.47,"Payments and Credits"
01/01/2021,01/01/2021,"PLAYSTATION NETWORK 800-345-7669 CA3876BBD334",33.99,"Merchandise"
01/02/2021,01/02/2021,"ARIGATO HIBACHI & SUSHI 410-882-2002 MD",55.28,"Restaurants"
01/03/2021,01/03/2021,"AMAZON WEB SERVICES AWS.AMAZON.COWA2SVAWADA3KC",0.50,"Services"
01/03/2021,01/03/2021,"AMAZON.COM*0X93C2WC3 AMZN.COM/BILLWA752JEKB1V4L",9.48,"Merchandise"
01/03/2021,01/03/2021,"AMAZON.COM*7W4LI7Q73 AMZN.COM/BILLWA48EPOBW7975",6.32,"Merchandise"
01/03/2021,01/03/2021,"AMAZON.COM*CZ4AF4EB3 AMZN.COM/BILLWA2DBV7PFBPEG",7.01,"Merchandise"
01/03/2021,01/03/2021,"WEIS MARKETS 206 NOTTINGHAM MD",15.65,"Supermarkets"
01/04/2021,01/04/2021,"AMAZON.COM*2W8J91D10 AMZN.COM/BILLWA6261HP2NTPT",3.00,"Merchandise"
01/04/2021,01/04/2021,"AMAZON.COM*9Z8YL2C33 AMZN.COM/BILLWA5WNDGYPHHUD",13.57,"Merchandise"
01/04/2021,01/04/2021,"AMAZON.COM*U15N99EC3 AMZN.COM/BILLWA4YZ6MTNQMXD",8.98,"Merchandise"
01/04/2021,01/04/2021,"BJS FUEL #9040 BALTIMORE MD",40.95,"Gasoline"
01/04/2021,01/04/2021,"BLAZE PIZZA - TOWSON - E TOWSON MD",42.08,"Restaurants"
01/04/2021,01/04/2021,"MISSION BBQ CANTON, MD. BALTIMORE MD",8.47,"Restaurants"
01/04/2021,01/04/2021,"VITAMINSHOPPE655 BALTIMORE MD139601",19.00,"Supermarkets"
01/04/2021,01/04/2021,"VITAMINSHOPPE655 BALTIMORE MD139602",23.72,"Supermarkets"
01/04/2021,01/04/2021,"VITAMINSHOPPE655 BALTIMORE MD139605",27.08,"Supermarkets"
01/05/2021,01/05/2021,"LEVELUPMYTHB317254043 855-538-3542 MA",5.57,"Restaurants"
01/05/2021,01/05/2021,"ROSINA GOURMET BALTIMORE MD00598R",12.70,"Restaurants"
01/05/2021,01/05/2021,"SNACKCRATE.COM 8778877815 FL",14.99,"Supermarkets"
01/05/2021,01/05/2021,"TARGET BALTIMORE MD",29.25,"Supermarkets"
01/06/2021,01/06/2021,"AMZN MKTP US*JC7568W73 AMZN.COM/BILLWA2HISFWDTCYA",19.07,"Merchandise"
01/06/2021,01/06/2021,"WEIS MARKETS 206 NOTTINGHAM MD",104.26,"Supermarkets"
01/07/2021,01/07/2021,"AMAZON.COM*4R2YG0CM3 AMZN.COM/BILLWA4VMI8ZZ87GJ",2.40,"Merchandise"
01/07/2021,01/07/2021,"AMAZON.COM*CE90V5JB3 AMZN.COM/BILLWA726EEO931MQ",14.38,"Merchandise"
01/07/2021,01/07/2021,"AMAZON.COM*EZ1LS2B33 AMZN.COM/BILLWA3LN5MNSR9C4",12.13,"Merchandise"
01/07/2021,01/07/2021,"AMAZON.COM*KV9R36YB3 AMZN.COM/BILLWA1L99M8PM7V7",5.31,"Merchandise"
01/07/2021,01/07/2021,"AMAZON.COM*MS3H93YA3 AMZN.COM/BILLWA5XNP6H88ZA2",7.56,"Merchandise"
01/07/2021,01/07/2021,"AMAZON.COM*Y24YQ3JX3 AMZN.COM/BILLWA5MO7EKD1XL9",3.57,"Merchandise"
01/07/2021,01/07/2021,"DAVID AND DADS CAFE BALTIMORE MD",24.27,"Restaurants"
01/07/2021,01/07/2021,"TORTILLERIA SINALOA BALTIMORE MD",22.26,"Restaurants"
01/07/2021,01/10/2021,"STREETS MARKET & CAFE BALTIMORE MD",6.82,"Supermarkets"
01/07/2021,01/10/2021,"VITAMINSHOPPE655 BALTIMORE MD140021",15.00,"Supermarkets"
01/07/2021,01/10/2021,"WALGREENS #6779 BALTIMORE MD",2.33,"Merchandise"
01/07/2021,01/10/2021,"WALGREENS #6779 BALTIMORE MD",4.95,"Merchandise"
01/08/2021,01/10/2021,"HP PRODUCT SVC&RPR 800-474-6836 CAT V21S44GF210103175330",46.27,"Services"
01/08/2021,01/10/2021,"LEVELUPMYTHB318727182 855-538-3542 MA",5.57,"Restaurants"
01/08/2021,01/10/2021,"SPROUTS FARMERS MARKET BALTIMORE MD",31.89,"Supermarkets"
01/09/2021,01/09/2021,"INTEREST CHARGE ON PURCHASES",20.62,"Interest"
01/09/2021,01/10/2021,"AMZN MKTP US AMZN.COM/BILLWA4PN9LIZ1X99",-19.07,"Payments and Credits"
01/09/2021,01/10/2021,"APPLE.COM/BILL 866-712-7753 CAMNHQDMWN9VA0",2.99,"Merchandise"
01/09/2021,01/10/2021,"GIANT 2305 PARKVILLE MD00934R",14.28,"Supermarkets"
01/09/2021,01/10/2021,"WALGREENS #19924 BALTIMORE MD",5.29,"Merchandise"
01/09/2021,01/10/2021,"WALGREENS #19924 BALTIMORE MD",22.31,"Merchandise"
01/11/2021,01/11/2021,"CHICK-FIL-A #03236 BALTIMORE MD",4.55,"Restaurants"
01/11/2021,01/11/2021,"VITAMINSHOPPE655 BALTIMORE MD140622",19.74,"Supermarkets"
01/12/2021,01/12/2021,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-72.68,"Awards and Rebate Credits"
01/12/2021,01/12/2021,"GNC #008737 BALTIMORE MD040264",8.91,"Supermarkets"
01/12/2021,01/12/2021,"INTERNET PAYMENT - THANK YOU",-986.03,"Payments and Credits"
01/12/2021,01/12/2021,"LEVELUPMYTHB320662554 855-538-3542 MA",5.57,"Restaurants"
01/12/2021,01/12/2021,"TARGET BALTIMORE MD",20.00,"Supermarkets"
